Name,Year,Conference,points,points_avg,fg_made,fg_attempted,fg_pct,ft_made,ft_attempted,ft_pct,threefg_made,threefg_attempted,threefg_pct,rebounds_total,rebounds_total_avg,rebounds_offensive,rebounds_offensive_avg,rebounds_defensive,rebounds_defensive_avg,assists,assists_avg,assist_turnover_ratio,assist_pct,turnovers,turnovers_avg,turnover_pct,steals,steals_avg,steal_pct,blocks,blocks_avg,block_pct,fouls,fouls_avg,dqs,possessions,possessions_avg,points_possession_avg,floor_pct,efficiency,effective_fg_pct,true_shooting_pct,ft_rate_pct,fg_dist_pct,Seeds,Game Region,Game ID,Unique Game ID,Round 1 game score,R1 Class 1=win
UNLV,2010 2011,Mountain West,2363,71.6,842,1836,45.9,495,718,68.9,184,558,33,1151,34.9,368,11.2,783,23.7,509,15.4,1.24,60.5,412,12.5,18.5,268,8.1,12,124,3.8,7.1,635,19.2,8,2228,67.5,1.06,53.8,106.1,50.9,54.3,39.1,55.7,8,Midwest,MW2,2011MW2,62,0
Illinois,2010 2011,Big Ten,2413,71,894,1910,46.8,393,539,72.9,232,600,38.7,1178,34.6,342,10.1,836,24.6,568,16.7,1.31,63.5,434,12.8,19.2,188,5.5,8.3,152,4.5,7.9,597,17.6,10,2259,66.4,1.07,52.7,106.8,52.9,55.7,28.2,54.9,9,Midwest,MW2,2011MW2,73,1
Vanderbilt,2010 2011,SEC,2581,75.9,848,1853,45.8,622,837,74.3,263,708,37.1,1255,36.9,370,10.9,885,26,454,13.4,1.03,53.5,441,13,19,175,5.1,7.5,162,4.8,7.9,552,16.2,13,2322,68.3,1.11,53.1,111.2,52.9,57.3,45.2,45.3,5,Midwest,MW3,2011MW3,66,0
Richmond,2010 2011,A-10,2577,69.6,922,2007,45.9,446,649,68.7,287,735,39,1222,33,344,9.3,878,23.7,548,14.8,1.43,59.4,383,10.4,16.3,220,5.9,9.4,155,4.2,7.5,587,15.9,6,2352,63.6,1.1,53,109.6,53.1,55.7,32.3,49.3,12,Midwest,MW3,2011MW3,69,1
Louisville,2010 2011,Big East,2623,74.9,949,2097,45.3,416,627,66.3,309,854,36.2,1272,36.3,434,12.4,838,23.9,608,17.4,1.32,64.1,459,13.1,19,327,9.3,13.5,175,5,9,671,19.2,12,2414,69,1.09,54.1,108.7,52.6,54.8,29.9,48.8,4,Midwest,MW4,2011MW4,61,0
Morehead State,2010 2011,Ohio Valley,2412,68.9,851,1874,45.4,506,751,67.4,204,601,33.9,1311,37.5,484,13.8,827,23.6,424,12.1,0.81,49.8,525,15,23.1,300,8.6,13.2,110,3.1,6.3,653,18.7,17,2272,64.9,1.06,55.6,106.2,50.9,54.1,40.1,53.6,13,Midwest,MW4,2011MW4,62,1
St. Peter's,2010 2011,MAAC,2069,60.9,713,1782,40,446,693,64.4,197,573,34.4,1209,35.6,384,11.3,825,24.3,383,11.3,0.75,53.7,511,15,22.9,263,7.7,11.8,154,4.5,8.5,662,19.5,7,2236,65.8,0.93,47.8,92.5,45.5,49,38.9,49.9,14,Midwest,MW5,2011MW5,43,0
Purdue,2010 2011,Big Ten,2466,72.5,875,1957,44.7,481,673,71.5,235,645,36.4,1207,35.5,380,11.2,827,24.3,538,15.8,1.52,61.5,354,10.4,15.7,211,6.2,9.4,141,4.1,7.6,605,17.8,4,2253,66.3,1.09,54.3,109.5,50.7,54.2,34.4,51.9,3,Midwest,MW5,2011MW5,65,1
Georgetown,2010 2011,Big East,2258,70.6,809,1703,47.5,417,568,73.4,223,631,35.3,1081,33.8,324,10.1,757,23.7,481,15,1.11,59.5,433,13.5,20.8,193,6,9.3,139,4.3,7.9,603,18.8,7,2082,65.1,1.08,53,108.5,54.1,57.2,33.4,51.9,6,Midwest,MW6,2011MW6,56,0
Virginia Commonwealth,2010 2011,CAA,2864,71.6,968,2227,43.5,589,824,71.5,339,917,37,1293,32.3,428,10.7,865,21.6,583,14.6,1.29,60.2,452,11.3,17.1,328,8.2,12.4,140,3.5,6.4,735,18.4,9,2643,66.1,1.08,52.1,108.4,51.1,54.7,37,43.9,11,Midwest,MW6,2011MW6,74,1
Texas A&M,2010 2011,Big 12,2254,68.3,758,1719,44.1,557,799,69.7,181,534,33.9,1194,36.2,412,12.5,782,23.7,444,13.5,1.04,58.6,426,12.9,20.2,215,6.5,10.2,51,1.5,3,602,18.2,10,2114,64.1,1.07,54.5,106.6,49.4,53.7,46.5,51.2,7,Midwest,MW7,2011MW7,50,0
Florida State,2010 2011,ACC,2348,69.1,827,1903,43.5,482,725,66.5,212,634,33.4,1332,39.2,422,12.4,910,26.8,423,12.4,0.78,51.1,540,15.9,22.9,288,8.5,12.2,203,6,10.6,651,19.1,13,2363,69.5,0.99,51.1,99.4,49,52.2,38.1,52.4,10,Midwest,MW7,2011MW7,57,1
Akron,2010 2011,MAC,1901,67.9,613,1355,45.2,486,670,72.5,189,436,43.3,823,29.4,252,9,571,20.4,378,13.5,0.8,61.6,446,15.9,23.9,157,5.6,8.4,85,3,5.2,515,18.4,12,1866,66.6,1,48,101.9,52.2,56.8,49.4,64.4,15,Midwest,MW8,2011MW8,56,0
Notre Dame,2010 2011,Big East,2558,75.2,843,1832,46,599,827,72.4,273,708,38.6,1261,37.1,371,10.9,890,26.2,563,16.6,1.55,66.8,364,10.7,16.4,156,4.6,7,128,3.8,6.4,517,15.2,10,2217,65.2,1.15,55.3,115.4,53.5,57.5,45.1,44.6,2,Midwest,MW8,2011MW8,69,1
North Carolina-Asheville,2010 2011,Big South,2506,73.7,881,1950,45.2,576,810,71.1,168,515,32.6,1213,35.7,400,11.8,813,23.9,492,14.5,0.97,55.8,505,14.9,20.7,310,9.1,12.7,152,4.5,7.9,664,19.5,13,2435,71.6,1.03,52.2,102.9,49.5,53.7,41.5,56.9,16,South,S1,2011S1,51,0
Pittsburgh,2010 2011,Big East,2514,73.9,886,1866,47.5,540,805,67.1,202,512,39.5,1359,40,484,14.2,875,25.7,595,17.5,1.5,67.2,396,11.6,18.3,160,4.7,7.4,111,3.3,6,610,17.9,6,2161,63.6,1.16,60.6,116.3,52.9,55.9,43.1,54.4,1,South,S1,2011S1,74,1
Old Dominion,2010 2011,CAA,2231,65.6,803,1828,43.9,459,687,66.8,166,505,32.9,1355,39.9,524,15.4,831,24.4,485,14.3,1.14,60.4,424,12.5,20.6,234,6.9,11.3,146,4.3,8.2,503,14.8,5,2063,60.7,1.08,58.9,108.1,48.5,51.8,37.6,57.1,9,South,S2,2011S2,58,0
Butler,2010 2011,Horizon,2707,71.2,919,2122,43.3,580,799,72.6,289,822,35.2,1337,35.2,431,11.3,906,23.8,452,11.9,1.09,49.2,416,10.9,16.8,226,5.9,9.1,61,1.6,3.1,718,18.9,20,2483,65.3,1.09,53.2,109,50.1,54.1,37.7,46.5,8,South,S2,2011S2,60,1
Utah State,2010 2011,WAC,2449,72,840,1788,47,563,764,73.7,206,562,36.7,1266,37.2,363,10.7,903,26.6,500,14.7,1.25,59.5,401,11.8,18.3,162,4.8,7.4,110,3.2,6.1,591,17.4,9,2194,64.5,1.12,55,111.6,52.7,56.9,42.7,51.8,12,South,S3,2011S3,68,0
Kansas State,2010 2011,Big 12,2477,72.9,849,1939,43.8,542,828,65.5,237,631,37.6,1281,37.7,491,14.4,790,23.2,474,13.9,0.95,55.8,498,14.6,21.3,208,6.1,8.9,154,4.5,8.6,692,20.4,23,2338,68.8,1.06,55,105.9,49.9,53.1,42.7,49.4,5,South,S3,2011S3,73,1
Belmont,2010 2011,Atlantic Sun,2790,79.7,944,2046,46.1,575,781,73.6,327,865,37.8,1259,36,452,12.9,807,23.1,569,16.3,1.18,60.3,481,13.7,19.7,338,9.7,13.9,118,3.4,6.7,729,20.8,7,2440,69.7,1.14,55.2,114.3,54.1,57.7,38.2,44.2,13,South,S4,2011S4,58,0
Wisconsin,2010 2011,Big Ten,2310,67.9,798,1808,44.1,436,533,81.8,278,744,37.4,1088,32,355,10.4,733,21.6,442,13,1.71,55.4,258,7.6,13.1,121,3.6,6.2,105,3.1,6.4,522,15.4,11,1962,57.7,1.18,55.8,117.7,51.8,56,29.5,45,4,South,S4,2011S4,72,1
Wofford,2010 2011,SoCon,2502,73.6,883,1853,47.7,539,778,69.3,197,493,40,1108,32.6,372,10.9,736,21.6,487,14.3,1.21,55.2,404,11.9,18,227,6.7,10.1,86,2.5,4.8,654,19.2,19,2246,66.1,1.11,55.6,111.4,53,56.3,42,54.8,14,South,S5,2011S5,66,0
Brigham Young,2010 2011,Mountain West,3012,81.4,1019,2267,44.9,662,865,76.5,312,865,36.1,1425,38.5,420,11.4,1005,27.2,538,14.5,1.33,52.8,404,10.9,15.2,298,8.1,11.2,150,4.1,6.9,647,17.5,10,2655,71.8,1.13,53.9,113.4,51.8,56.2,38.2,46.9,3,South,S5,2011S5,74,1
St. John's,2010 2011,Big East,2313,70.1,807,1773,45.5,556,783,71,143,427,33.5,1068,32.4,354,10.7,714,21.6,417,12.6,1.02,51.7,408,12.4,18.5,266,8.1,12.1,94,2.8,5.5,626,19,14,2201,66.7,1.05,53.2,105.1,49.5,53.9,44.2,57.4,6,South,S6,2011S6,71,0
Gonzaga,2010 2011,West Coast,2684,76.7,932,1947,47.9,617,810,76.2,203,548,37,1314,37.5,398,11.4,916,26.2,542,15.5,1.15,58.2,473,13.5,19.6,254,7.3,10.5,132,3.8,6.8,649,18.5,11,2411,68.9,1.11,55,111.3,53.1,57.6,41.6,54.3,11,South,S6,2011S6,86,1
Michigan State,2010 2011,Big Ten,2338,68.8,817,1894,43.1,484,691,70,220,620,35.5,1258,37,407,12,849,25,509,15,1.12,62.3,454,13.4,20,219,6.4,9.7,167,4.9,9,648,19.1,13,2267,66.7,1.03,52.1,103.1,48.9,52.6,36.5,51.1,10,South,S7,2011S7,76,0
UCLA,2010 2011,Pac 12,2382,70.1,830,1824,45.5,549,808,67.9,173,529,32.7,1268,37.3,405,11.9,863,25.4,493,14.5,0.99,59.4,498,14.6,21.7,186,5.5,8.1,198,5.8,10.1,594,17.5,13,2293,67.4,1.04,53.2,103.9,50.2,53.9,44.3,55.2,7,South,S7,2011S7,78,1
UC-Santa Barbara,2010 2011,Big West,2170,67.8,742,1636,45.4,459,610,75.2,227,611,37.2,1038,32.4,277,8.7,761,23.8,457,14.3,1,61.6,455,14.2,21.6,233,7.3,11.1,133,4.2,7.8,611,19.1,10,2108,65.9,1.03,48.7,102.9,52.3,56.3,37.3,47.5,15,South,S8,2011S8,51,0
Florida,2010 2011,SEC,2667,72.1,968,2083,46.5,498,744,66.9,233,661,35.2,1385,37.4,467,12.6,918,24.8,521,14.1,1.15,53.8,452,12.2,18.7,221,6,9.1,131,3.5,6.3,545,14.7,0,2419,65.4,1.1,56.6,110.3,52.1,54.7,35.7,55.1,2,South,S8,2011S8,79,1
Hampton,2010 2011,MEAC,2197,66.6,746,1843,40.5,492,759,64.8,213,658,32.4,1170,35.5,367,11.1,803,24.3,387,11.7,0.94,51.9,411,12.5,18.2,241,7.3,10.7,185,5.6,9.9,604,18.3,7,2253,68.3,0.98,49.4,97.5,46.3,49.9,41.2,48.5,16,West,W1,2011W1,45,0
Duke,2010 2011,ACC,2993,80.9,1040,2206,47.1,622,826,75.3,291,778,37.4,1399,37.8,446,12.1,953,25.8,529,14.3,1.18,50.9,447,12.1,17.2,269,7.3,10.4,162,4.4,7.3,657,17.8,13,2597,70.2,1.15,56,115.2,53.7,57.6,37.4,50.1,1,West,W1,2011W1,87,1
Tennessee,2010 2011,SEC,2376,69.9,837,1941,43.1,527,770,68.4,175,583,30,1279,37.6,464,13.6,815,24,443,13,0.98,52.9,454,13.4,19.8,250,7.4,10.9,126,3.7,6.7,662,19.5,11,2298,67.6,1.03,54.3,103.4,47.6,51.5,39.7,55.7,9,West,W2,2011W2,45,0
Michigan,2010 2011,Big Ten,2328,66.5,847,1889,44.8,351,502,69.9,283,804,35.2,1155,33,289,8.3,826,23.6,480,13.7,1.37,56.7,351,10,16,168,4.8,7.7,69,2,3.7,587,16.8,8,2190,62.6,1.06,50.7,106.3,52.3,54.7,26.6,48.5,8,West,W2,2011W2,75,1
Memphis,2010 2011,C-USA,2524,72.1,891,1975,45.1,532,782,68,210,639,32.9,1246,35.6,421,12,825,23.6,512,14.6,0.96,57.5,535,15.3,21.9,297,8.5,12.1,183,5.2,9.2,712,20.3,20,2445,69.9,1.03,52.3,103.2,50.4,53.8,39.6,54,12,West,W3,2011W3,75,0
Arizona,2010 2011,Pac 12,2905,76.4,969,2064,46.9,671,899,74.6,296,745,39.7,1319,34.7,408,10.7,911,24,536,14.1,1.11,55.3,484,12.7,18.8,197,5.2,7.7,98,2.6,4.6,707,18.6,15,2574,67.7,1.13,54,112.9,54.1,58.3,43.6,46.3,5,West,W3,2011W3,77,1
Oakland,2010 2011,Summit League,2992,85.5,1052,2137,49.2,601,834,72.1,287,767,37.4,1366,39,451,12.9,915,26.1,568,16.2,1.2,54,473,13.5,18.6,216,6.2,8.5,192,5.5,8.7,644,18.4,14,2543,72.7,1.18,57.6,117.7,55.9,59.1,39,51.1,13,West,W4,2011W4,81,0
Texas,2010 2011,Big 12,2701,75,954,2099,45.5,592,905,65.4,201,535,37.6,1452,40.3,494,13.7,958,26.6,485,13.5,1.14,50.8,424,11.8,17.3,207,5.8,8.4,183,5.1,8.7,616,17.1,5,2456,68.2,1.1,57.4,110,50.2,53.4,43.1,55.8,4,West,W4,2011W4,85,1
Bucknell,2010 2011,Patriot,2387,70.2,827,1855,44.6,499,633,78.8,234,585,40,1149,33.8,270,7.9,879,25.9,491,14.4,1.29,59.4,380,11.2,16.9,160,4.7,7.1,106,3.1,5.6,612,18,7,2254,66.3,1.06,49.1,105.9,50.9,55.4,34.1,49.7,14,West,W5,2011W5,52,0
Connecticut,2010 2011,Big East,2967,72.4,1053,2429,43.4,627,822,76.3,234,711,32.9,1626,39.7,570,13.9,1056,25.8,534,13,1.15,50.7,464,11.3,17.1,259,6.3,9.5,228,5.6,9.2,646,15.8,9,2716,66.2,1.09,56.1,109.2,48.2,52.6,33.8,55.2,3,West,W5,2011W5,81,1
Missouri,2010 2011,Big 12,2748,80.8,983,2145,45.8,537,727,73.9,245,669,36.6,1197,35.2,425,12.5,772,22.7,558,16.4,1.29,56.8,431,12.7,17.3,329,9.7,13.2,171,5,8.8,689,20.3,15,2491,73.3,1.1,54.7,110.3,51.5,55.2,33.9,53.7,11,West,W6,2011W6,63,0
Cincinnati,2010 2011,Big East,2412,68.9,848,1939,43.7,496,742,66.8,220,651,33.8,1237,35.3,454,13,783,22.4,497,14.2,1.24,58.6,401,11.5,17.9,258,7.4,11.5,129,3.7,7.2,605,17.3,11,2235,63.9,1.08,55.6,107.9,49.4,52.6,38.3,52.1,6,West,W6,2011W6,78,1
Penn State,2010 2011,Big Ten,2144,63.1,767,1748,43.9,394,544,72.4,216,638,33.9,1068,31.4,337,9.9,731,21.5,413,12.1,1.16,53.8,357,10.5,17.6,151,4.4,7.4,82,2.4,4.7,530,15.6,8,2032,59.8,1.06,52.4,105.5,50.1,53.4,31.1,51.4,10,West,W7,2011W7,64,0
Temple,2010 2011,A-10,2400,70.6,868,1943,44.7,458,656,69.8,206,583,35.3,1218,35.8,374,11,844,24.8,511,15,1.4,58.9,366,10.8,16.3,231,6.8,10.3,156,4.6,8.2,538,15.8,9,2250,66.2,1.07,53.8,106.7,50,53.2,33.8,55.2,7,West,W7,2011W7,66,1
Northern Colorado,2010 2011,Big Sky,2287,71.5,731,1708,42.8,571,742,77,254,657,38.7,1151,36,375,11.7,776,24.2,371,11.6,0.82,50.8,454,14.2,21.2,191,6,8.9,60,1.9,3.6,609,19,8,2138,66.8,1.07,51.2,107,50.2,55.5,43.4,41.7,15,West,W8,2011W8,50,0
San Diego State,2010 2011,Mountain West,2660,71.9,991,2141,46.3,455,653,69.7,223,639,34.9,1396,37.7,472,12.8,924,25,499,13.5,1.24,50.4,402,10.9,16.9,227,6.1,9.6,170,4.6,8.4,542,14.6,8,2373,64.1,1.12,57.5,112.1,51.5,54.3,30.5,57.7,2,West,W8,2011W8,68,1
North Carolina-Asheville,2011 2012,Big South,2680,81.2,899,1858,48.4,668,877,76.2,214,606,35.3,1146,34.7,367,11.1,779,23.6,549,16.6,1.24,61.1,444,13.5,18.9,280,8.5,11.9,88,2.7,4.6,590,17.9,9,2346,71.1,1.14,55,114.2,54.1,58.9,47.2,51.1,16,East,E1,2012E1,65,0
Syracuse,2011 2012,Big East,2393,74.8,886,1896,46.7,421,606,69.5,198,582,34,1130,35.3,402,12.6,728,22.8,506,15.8,1.52,57.1,332,10.4,15.7,308,9.6,14.6,230,7.2,12.8,483,15.1,8,2112,66,1.13,57.8,113.3,52,54.8,32,57.5,1,East,E1,2012E1,72,1
Southern Miss,2011 2012,C-USA,2300,71.9,772,1842,41.9,553,748,73.9,203,560,36.2,1176,36.8,440,13.8,736,23,361,11.3,0.99,46.8,364,11.4,17.2,187,5.8,8.8,96,3,5.9,609,19,16,2118,66.2,1.09,54.9,108.6,47.4,52.3,40.6,49.5,9,East,E2,2012E2,64,0
Kansas State,2011 2012,Big 12,2214,71.4,770,1740,44.3,497,746,66.6,177,517,34.2,1155,37.3,441,14.2,714,23,448,14.5,1,58.2,449,14.5,21.3,191,6.2,9.1,149,4.8,9.1,624,20.1,12,2105,67.9,1.05,55.3,105.2,49.3,52.9,42.9,53.6,8,East,E2,2012E2,70,1
Vanderbilt,2011 2012,SEC,2280,73.5,770,1665,46.2,467,665,70.2,273,683,40,1066,34.4,323,10.4,743,24,404,13,0.97,52.5,418,13.5,20.2,184,5.9,8.9,131,4.2,7.3,497,16,7,2071,66.8,1.1,52.5,110.1,54.4,57.6,39.9,43.6,5,East,E3,2012E3,79,1
Harvard,2011 2012,Ivy League,1963,65.4,670,1434,46.7,447,599,74.6,176,494,35.6,978,32.6,254,8.5,724,24.1,387,12.9,1.05,57.8,369,12.3,20.2,180,6,9.8,137,4.6,9.1,452,15.1,2,1829,61,1.07,51.2,107.3,52.9,57.1,41.8,50.3,12,East,E3,2012E3,70,0
Montana,2011 2012,Big Sky,2190,70.6,763,1642,46.5,472,657,71.8,192,515,37.3,1023,33,280,9,743,24,428,13.8,1.09,56.1,393,12.7,19,221,7.1,10.7,113,3.6,6.9,569,18.4,10,2068,66.7,1.06,51.3,105.9,52.3,56,40,52.1,13,East,E4,2012E4,49,0
Wisconsin,2011 2012,Big Ten,1977,63.8,686,1618,42.4,374,506,73.9,231,650,35.5,1058,34.1,299,9.6,759,24.5,360,11.6,1.3,52.5,277,8.9,15,161,5.2,8.7,112,3.6,7.1,438,14.1,5,1841,59.4,1.07,52,107.4,49.5,53.2,31.3,46,4,East,E4,2012E4,73,1
Florida State,2011 2012,ACC,2092,69.7,753,1657,45.4,406,583,69.6,180,526,34.2,1116,37.2,357,11.9,759,25.3,356,11.9,0.72,47.3,497,16.6,24.1,237,7.9,11.5,177,5.9,10.6,568,18.9,12,2065,68.8,1.01,51.5,101.3,50.9,54.1,35.2,54.8,3,East,E5,2012E5,66,1
St. Bonaventure,2011 2012,A-10,1969,70.3,672,1474,45.6,471,618,76.2,154,448,34.4,994,35.5,314,11.2,680,24.3,389,13.9,0.96,57.9,405,14.5,21.8,167,6,9,111,4,7.4,518,18.5,9,1855,66.2,1.06,52.5,106.1,50.8,55.7,41.9,52.6,14,East,E5,2012E5,63,0
Texas,2011 2012,Big 12,2273,73.3,764,1738,44,563,768,73.3,182,553,32.9,1116,36,407,13.1,709,22.9,390,12.6,0.98,51,397,12.8,19,216,7,10.3,116,3.7,6.9,616,19.9,22,2089,67.4,1.09,54.8,108.8,49.2,54,44.2,51.2,11,East,E6,2012E6,59,0
Cincinnati,2011 2012,Big East,2214,69.2,807,1923,42,370,571,64.8,230,673,34.2,1167,36.5,436,13.6,731,22.8,418,13.1,1.25,51.8,335,10.5,16.1,258,8.1,12.4,145,4.5,8.1,487,15.2,10,2085,65.2,1.06,55,106.2,47.9,50.5,29.7,52.1,6,East,E6,2012E6,65,1
Gonzaga,2011 2012,West Coast,2293,74,773,1633,47.3,549,768,71.5,198,526,37.6,1152,37.2,340,11,812,26.2,426,13.7,1.03,55.1,414,13.4,19.9,211,6.8,10.2,102,3.3,5.8,470,15.2,3,2078,67,1.1,54.4,110.3,53.4,57.4,47,50.2,7,East,E7,2012E7,77,1
West Virginia,2011 2012,Big East,2292,71.6,822,1865,44.1,477,711,67.1,171,566,30.2,1229,38.4,481,15,748,23.4,467,14.6,1.13,56.8,412,12.9,19.3,208,6.5,9.7,82,2.6,4.6,538,16.8,9,2135,66.7,1.07,57.2,107.4,48.7,52,38.1,56.8,10,East,E7,2012E7,54,0
Ohio State,2011 2012,Big Ten,2313,74.6,845,1755,48.1,471,675,69.8,152,459,33.1,1137,36.7,366,11.8,771,24.9,473,15.3,1.29,56,367,11.8,17.7,230,7.4,11.1,85,2.7,5.3,497,16,3,2071,66.8,1.12,57.1,111.7,52.5,55.7,38.5,59.9,2,East,E8,2012E8,78,1
Loyola (MD),2011 2012,MAAC,2163,67.6,736,1720,42.8,531,740,71.8,160,469,34.1,1130,35.3,424,13.2,706,22.1,384,12,0.89,52.2,430,13.4,20.7,249,7.8,12,139,4.3,8.3,604,18.9,14,2082,65.1,1.04,54,103.9,47.4,52.2,43,53.3,15,East,E8,2012E8,59,0
North Carolina,2011 2012,ACC,2551,82.3,937,2028,46.2,522,771,67.7,155,452,34.3,1418,45.7,497,16,921,29.7,541,17.5,1.47,57.7,368,11.9,16.3,212,6.8,9.4,185,6,9.3,456,14.7,2,2257,72.8,1.13,59.8,113,50,53.3,38,61.3,1,Midwest,MW1,2012MW1,77,1
Vermont,2011 2012,America East,2235,67.7,780,1758,44.4,498,669,74.4,177,517,34.2,1168,35.4,371,11.2,797,24.2,438,13.3,1.07,56.2,409,12.4,19.4,206,6.2,9.7,81,2.5,4.6,578,17.5,7,2113,64,1.06,53.1,105.8,49.4,53.8,38.1,54,16,Midwest,MW1,2012MW1,58,0
Creighton,2011 2012,Missouri Valley,2641,80,925,1817,50.9,521,712,73.2,270,636,42.5,1193,36.2,314,9.5,879,26.6,591,17.9,1.46,63.9,405,12.3,18.1,158,4.8,7,76,2.3,3.9,563,17.1,6,2242,67.9,1.18,55.8,117.8,58.3,61.3,39.2,49.6,8,Midwest,MW2,2012MW2,58,1
Alabama,2011 2012,SEC,2015,65,732,1629,44.9,425,595,71.4,126,445,28.3,1094,35.3,340,11,754,24.3,380,12.3,0.94,51.9,404,13,20.4,233,7.5,11.8,132,4.3,8.2,572,18.5,10,1977,63.8,1.02,52.7,101.9,48.8,52.7,36.5,60.1,9,Midwest,MW2,2012MW2,57,0
Temple,2011 2012,A-10,2286,76.2,820,1737,47.2,427,596,71.6,219,545,40.2,1047,34.9,312,10.4,735,24.5,466,15.5,1.27,56.8,366,12.2,17.6,214,7.1,10.3,124,4.1,7.1,529,17.6,7,2077,69.2,1.1,53.8,110.1,53.5,56.6,34.3,52.6,5,Midwest,MW3,2012MW3,44,0
South Florida,2011 2012,Big East,1902,59.4,686,1565,43.8,384,544,70.6,146,470,31.1,1093,34.2,336,10.5,757,23.7,380,11.9,0.86,55.4,442,13.8,22.9,177,5.5,9.2,121,3.8,7.2,489,15.3,7,1933,60.4,0.98,50.9,98.4,48.5,52.2,34.8,56.8,12,Midwest,MW3,2012MW3,58,1
Ohio,2011 2012,MAC,2199,70.9,766,1779,43.1,443,643,68.9,224,674,33.2,1082,34.9,391,12.6,691,22.3,408,13.2,0.97,53.3,422,13.6,20,293,9.5,13.9,87,2.8,5.6,618,19.9,12,2111,68.1,1.04,52.6,104.2,49.4,52.7,36.1,49.3,13,Midwest,MW4,2012MW4,65,1
Michigan,2011 2012,Big Ten,2067,66.7,745,1619,46,320,445,71.9,257,723,35.5,956,30.8,256,8.3,700,22.6,404,13,1.21,54.2,333,10.7,17.4,153,4.9,8,67,2.2,4.2,484,15.6,9,1917,61.8,1.08,51.3,107.8,54,56.5,27.5,47.2,4,Midwest,MW4,2012MW4,60,0
Belmont,2011 2012,Atlantic Sun,2772,81.5,954,1972,48.4,565,768,73.6,299,790,37.8,1228,36.1,389,11.4,839,24.7,590,17.4,1.4,61.8,421,12.4,17.8,252,7.4,10.7,78,2.3,4,616,18.1,9,2361,69.4,1.17,56.1,117.4,56,59.3,38.9,47.3,14,Midwest,MW5,2012MW5,59,0
Georgetown,2011 2012,Big East,2141,69.1,760,1643,46.3,448,643,69.7,173,499,34.7,1128,36.4,352,11.4,776,25,424,13.7,1.08,55.8,393,12.7,19.7,193,6.2,9.7,149,4.8,9,545,17.6,7,1999,64.5,1.07,54.6,107.1,51.5,54.9,39.1,54.8,3,Midwest,MW5,2012MW5,74,1
NC State,2011 2012,ACC,2361,73.8,854,1852,46.1,479,669,71.6,174,486,35.8,1203,37.6,399,12.5,804,25.1,515,16.1,1.26,60.3,409,12.8,18.8,220,6.9,10.1,135,4.2,7.3,540,16.9,14,2178,68.1,1.08,55.4,108.4,50.8,54.4,36.1,57.6,11,Midwest,MW6,2012MW6,79,1
San Diego State,2011 2012,MountainWest,2213,71.4,790,1724,45.8,458,656,69.8,175,518,33.8,1147,37,327,10.5,820,26.5,384,12.4,0.97,48.6,395,12.7,18.8,178,5.7,8.5,70,2.3,4,488,15.7,9,2100,67.7,1.05,52.7,105.4,50.9,54.4,38.1,55.6,6,Midwest,MW6,2012MW6,65,0
Saint Mary's,2011 2012,West Coast,2398,74.9,830,1747,47.5,497,684,72.7,241,688,35,1172,36.6,365,11.4,807,25.2,509,15.9,1.37,61.3,372,11.6,17.9,224,7,10.8,99,3.1,5.7,509,15.9,4,2077,64.9,1.15,56.4,115.5,54.4,57.9,39.2,49.1,7,Midwest,MW7,2012MW7,69,0
Purdue,2011 2012,Big Ten,2232,72,790,1799,43.9,406,619,65.6,246,668,36.8,1029,33.2,353,11.4,676,21.8,421,13.6,1.55,53.3,271,8.7,13.5,208,6.7,10.4,106,3.4,6.5,560,18.1,8,2007,64.7,1.11,55.2,111.2,50.8,53.3,34.4,48.7,10,Midwest,MW7,2012MW7,72,1
Detroit,2011 2012,Horizon,2547,72.8,883,1945,45.4,619,843,73.4,162,536,30.2,1191,34,417,11.9,774,22.1,454,13,1.04,51.4,436,12.5,18.5,263,7.5,11.2,162,4.6,8.7,663,18.9,13,2358,67.4,1.08,54.6,108,49.6,54.3,43.3,56.6,15,Midwest,MW8,2012MW8,50,0
Kansas,2011 2012,Big 12,2404,75.1,853,1751,48.7,500,721,69.3,196,540,36.3,1180,36.9,353,11,827,25.8,503,15.7,1.18,59,427,13.3,19.7,237,7.4,10.9,179,5.6,10.2,561,17.5,7,2167,67.7,1.11,55.4,110.9,54.3,57.4,41.2,54.7,2,Midwest,MW8,2012MW8,65,1
Kentucky,2011 2012,SEC,2409,77.7,861,1758,49,504,697,72.3,183,472,38.8,1212,39.1,385,12.4,827,26.7,416,13.4,1.18,48.3,354,11.4,17.3,199,6.4,9.7,277,8.9,15.3,451,14.5,7,2046,66,1.18,59,117.7,54.2,57.7,39.6,56.3,1,South,S1,2012S1,81,1
Western Kentucky,2011 2012,Sun Belt,2147,65.1,725,1827,39.7,510,736,69.3,187,607,30.8,1186,35.9,413,12.5,773,23.4,365,11.1,0.74,50.3,496,15,21.9,182,5.5,8,135,4.1,7.4,654,19.8,12,2262,68.5,0.95,49,94.9,44.8,49.3,40.3,50.1,16,South,S1,2012S1,66,0
Iowa State,2011 2012,Big 12,2277,73.5,770,1713,45,458,677,67.7,279,730,38.2,1134,36.6,337,10.9,797,25.7,454,14.6,1.17,59,388,12.5,18.5,185,6,8.8,86,2.8,4.8,493,15.9,2,2096,67.6,1.09,52.7,108.6,53.1,56,39.5,43.1,8,South,S2,2012S2,77,1
