"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
769,"3 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","","","Yes"
5007,"","","","","","","","",""
906,"","","","","","","","",""
331,"","","","","","","","",""
1738,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
364,"","","","","","","","",""
2442,"","","","","","","","",""
5366,"","","","","","","","","Yes"
2137,"2 family-oriented magazine purchases","2 female magazine purchases","","1 gardening magazine purchase ","","7 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","","Yes"
5781,"","","","","","","","",""
118,"","","","","","","","","Yes"
1974,"","","","","","","","",""
474,"","","","","","","","",""
1982,"","","","","","","","",""
5249,"2 family-oriented magazine purchases","","","","","","","",""
1301,"3 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
947,"","","","","","","","","Yes"
4290,"","","","","","1 health and fitness magazine purchase ","","",""
3101,"","","","","","","","","Yes"
2937,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","2 financial magazine purchases",""
1887,"","","","","","","","","Yes"
1198,"","","","","","1 health and fitness magazine purchase ","","",""
5335,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
5375,"2 family-oriented magazine purchases","","","","","","","1 financial magazine purchase ",""
3746,"3 family-oriented magazine purchases","2 female magazine purchases","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ","Yes"
519,"","","","","","","","",""
5089,"","","","","","","","",""
1559,"","","","","","","","",""
3836,"","","","","","","","",""
322,"1 family-oriented magazine purchase ","","","","","","","",""
3483,"","","","","","","","","Yes"
1062,"","","","","","","","",""
1012,"","","","","","","","",""
3428,"","","","","","","","",""
3078,"","","","","","","","","Yes"
5913,"","","","","","","","","Yes"
864,"","","","","","","","",""
3522,"","","","","","","","","Yes"
521,"","","","","","","","",""
5797,"1 family-oriented magazine purchase ","","","","","","","",""
2989,"","","","","","","","",""
5618,"1 family-oriented magazine purchase ","1 female magazine purchase ","","4 gardening magazine purchases","1 culinary magazine purchase ","8 health and fitness magazine purchases","8 Do-It-Yourself magazine purchases","4 financial magazine purchases","Yes"
580,"2 family-oriented magazine purchases","","","","","","","",""
4475,"","","","","","","","",""
2838,"","","","","","","","",""
4362,"","","","","","","","","Yes"
5080,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","",""
3355,"","","","","","","","","Yes"
4048,"","","","","","","","",""
5748,"","","","","","","","",""
101,"","","","","","","","",""
321,"","","","","","4 health and fitness magazine purchases","","",""
4188,"","","","","","","","",""
229,"","","","","","","","",""
1615,"2 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","","","",""
3974,"","","","","","","","",""
5612,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
5369,"","","","","","","","",""
2787,"","","","","","","","",""
5611,"1 family-oriented magazine purchase ","","","","","","","",""
1480,"","","","","","","","","Yes"
3114,"","","","","","2 health and fitness magazine purchases","","",""
189,"","","","","","","","","Yes"
5101,"","","","","","1 health and fitness magazine purchase ","","",""
1295,"","","","","","","","",""
1177,"","","","","","","","","Yes"
36,"","","","","","","","",""
4378,"","","","","","","","","Yes"
2397,"","","","2 gardening magazine purchases","","","","",""
184,"2 family-oriented magazine purchases","","","","","","","",""
2898,"","","","","","","","",""
19,"","","","","","","","",""
5077,"","","","","","","","",""
3203,"","","","","","","","","Yes"
3055,"2 family-oriented magazine purchases","","","2 gardening magazine purchases","","","","",""
423,"","","","","","","","",""
478,"","","","","","","","",""
2309,"1 family-oriented magazine purchase ","","","3 gardening magazine purchases","1 culinary magazine purchase ","4 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","",""
1194,"5 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","3 financial magazine purchases",""
1784,"","","","","","","","",""
317,"3 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
661,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","",""
827,"","","","","","","","",""
2023,"","","","","","","","","Yes"
1425,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","2 culinary magazine purchases","5 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","3 financial magazine purchases",""
3797,"","","","","","","","","Yes"
841,"","","","","","","","",""
3152,"6 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","3 financial magazine purchases",""
3852,"1 family-oriented magazine purchase ","","","","","","","",""
1681,"1 family-oriented magazine purchase ","","","","","","","",""
4069,"","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","",""
2822,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","","",""
3009,"","","","","","","","",""
898,"","","","","","","","","Yes"
4070,"","","","","","","","",""
390,"","","","","","2 health and fitness magazine purchases","","3 financial magazine purchases",""
1036,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ","Yes"
1307,"","","","","","","","",""
2130,"","","","","","","","","Yes"
2481,"","","","","","","","",""
3787,"","","","","","","","",""
2416,"","","","","","","","",""
3126,"","","","","","","","","Yes"
381,"","","","","","","","",""
2443,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
57,"","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","","Yes"
3205,"1 family-oriented magazine purchase ","","","2 gardening magazine purchases","","","3 Do-It-Yourself magazine purchases","",""
2372,"","","","","","","","",""
4174,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
5838,"","","","","","","","1 financial magazine purchase ",""
2807,"","","","","","","","",""
2919,"","","","","","","","",""
3822,"","","","","","","","",""
4315,"","","","","","2 health and fitness magazine purchases","","",""
467,"","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ","Yes"
4086,"","","","","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
3436,"","","","","","","","",""
3960,"1 family-oriented magazine purchase ","","","","","","","",""
3514,"","","","","","","","",""
2156,"","","","","","","","",""
5233,"","","","","","","","",""
4502,"","","","","","","","","Yes"
1080,"","","","","","1 health and fitness magazine purchase ","","",""
3414,"","","","","","","","",""
158,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
4883,"","","","","","","","","Yes"
3567,"","","","","","","","",""
3110,"3 family-oriented magazine purchases","1 female magazine purchase ","","3 gardening magazine purchases","2 culinary magazine purchases","4 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
1253,"","","","","","","","",""
2613,"","","","","","","","",""
1465,"1 family-oriented magazine purchase ","","","","","","","","Yes"
4691,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","2 financial magazine purchases",""
3894,"","","","","","","","",""
3781,"","","","","","","","",""
1909,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","3 financial magazine purchases",""
3458,"2 family-oriented magazine purchases","","","","","","","",""
4563,"","","","","","","","1 financial magazine purchase ","Yes"
1718,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
4909,"","","","","","","","",""
98,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
3380,"","","","","","","","",""
127,"","","","","","","","",""
1278,"","","","","","","","",""
1632,"","","","","","","","",""
2874,"","","","","","","","",""
3422,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","",""
5540,"","","","","","","","",""
5546,"","","","","","","","",""
3259,"","","","","","","","",""
4024,"","","","","","","","",""
1359,"","","","","","","","",""
981,"","","","","","","","","Yes"
1423,"","","","","","","","",""
1750,"1 family-oriented magazine purchase ","","","","","","","",""
3234,"","","","","","","1 Do-It-Yourself magazine purchase ","","Yes"
3206,"","","","","","","","",""
3490,"","","","","","","","",""
1070,"","2 female magazine purchases","","","","3 health and fitness magazine purchases","","",""
1602,"","","","","","","","",""
4103,"","","","","","","","","Yes"
5210,"","","","","","","","",""
5958,"","","","","","","","",""
2276,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","","Yes"
1897,"","","","","","","","",""
4031,"","","","","","1 health and fitness magazine purchase ","","",""
3292,"","","","","","","","",""
2800,"","","","","","","","","Yes"
5309,"4 family-oriented magazine purchases","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","7 financial magazine purchases",""
5025,"","","","","","","","",""
3904,"","","","","","","1 Do-It-Yourself magazine purchase ","","Yes"
5396,"","","","","","","","",""
5715,"","","","","","","","",""
2598,"","","","","","","","",""
3765,"","","","","","","","",""
43,"","","","","","","","","Yes"
1456,"","","","","","","","",""
2382,"","","","","","1 health and fitness magazine purchase ","","","Yes"
1985,"","","","","","","","",""
4834,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","",""
2024,"","","","","","1 health and fitness magazine purchase ","","",""
4479,"","","","","","","","",""
5561,"","","","","","","","",""
